https://worldnewsdailyreport.com/wife-admits-she-faked-being-pregnant-for-42-months-so-she-could-not-work-eat-and-sleep-all-day/,"wife admits she faked being pregnant for 42 months so she could quit work, eat and sleep all day",1
https://worldnewsdailyreport.com/san-francisco-man-requires-176-stitches-to-anus-after-boyfriend-used-jackhammer-as-sex-toy/,san francisco man requires 176 stitches to anus after boyfriend used jackhammer as sex toy,1
https://worldnewsdailyreport.com/burglar-sues-homeowner-after-being-raped-by-german-shepherds-while-stuck-in-houses-pet-door/,burglar sues homeowner after being raped by german shepherds while stuck in house’s pet door,1
https://worldnewsdailyreport.com/man-turns-himself-in-to-police-for-killing-his-inflatable-sex-doll-girlfriend-claims-mental-illness/,"man turns himself in to police for killing his inflatable sex doll girlfriend, claims mental illness",1
https://worldnewsdailyreport.com/utah-woman-arrested-for-secretly-putting-penis-enlargement-drugs-in-her-husbands-food-for-years/,utah woman arrested for secretly putting penis enlargement drugs in her husband’s food for years,1
https://worldnewsdailyreport.com/california-man-sues-his-parents-for-18m-for-dressing-him-up-as-a-girl-up-to-the-age-of-14/,"california man sues his parents for $1,8m for dressing him up as a girl up to the age of 14",1
https://worldnewsdailyreport.com/woman-sues-usps-for-11m-in-child-support-after-having-6-children-from-5-different-mailmen/,"woman sues usps for $1,1m in child support after having 6 children from 5 different mailmen",1
https://worldnewsdailyreport.com/new-zealand-farmer-jailed-after-sexually-transmitting-coronavirus-to-flock-of-400-sheep/,new zealand farmer jailed after sexually transmitting coronavirus to flock of 400 sheep,1
https://worldnewsdailyreport.com/utah-family-claims-15-year-old-son-turned-gay-after-5g-cell-phone-tower-was-installed-near-home/,utah family claims 15-year-old son turned gay after 5g cell phone tower was installed near home,1
https://worldnewsdailyreport.com/two-gorillas-at-san-diego-zoo-safari-park-test-positive-for-covid-19-after-being-sexually-assaulted-by-drunk-woman/,two gorillas at san diego zoo test positive for covid-19 after being sexually assaulted by drunk woman,1
https://worldnewsdailyreport.com/man-with-sexual-fetish-about-nasal-swabs-banned-from-covid-testing-after-192-negative-tests/,man with sexual fetish about nasal swabs banned from covid testing after 192 negative tests,1
https://worldnewsdailyreport.com/traces-of-feces-urine-and-semen-found-in-nancy-pelosis-coffee-machine-after-rioters-break-into-office/,"traces of feces, urine and semen found in nancy pelosi’s coffee machine after rioters break into office",1
https://worldnewsdailyreport.com/woman-runs-over-husband-17-times-with-pickup-truck-after-receiving-strap-on-dildo-for-christmas/,woman runs over husband 17 times with pickup truck after receiving strap-on dildo for christmas,1
https://worldnewsdailyreport.com/male-stripper-shot-5-times-after-showing-up-at-a-gang-hideout-by-mistake-in-a-cop-costume/,male stripper shot 5 times after showing up at a gang hideout by mistake in a cop costume,1
https://worldnewsdailyreport.com/trans-species-man-who-self-identifies-as-a-deer-accidentally-shot-by-hunters/,trans species man who self-identifies as a deer accidentally shot by hunters,1
https://worldnewsdailyreport.com/missouri-park-rangers-discover-remains-of-two-hunters-inside-a-1200-lb-boar/,missouri park rangers discover remains of two hunters inside a 1200-lb boar,1
https://worldnewsdailyreport.com/hurricane-delta-blasts-200-ton-whale-400-miles-off-coast-of-louisiana-in-middle-of-arkansas-farm/,hurricane delta blasts 200-ton whale 400 miles off coast of louisiana in middle of arkansas farm,1
https://worldnewsdailyreport.com/morgue-employee-contracted-coronavirus-after-sex-with-infected-corpses/,morgue employee contracted coronavirus after sex with infected corpses,1
https://worldnewsdailyreport.com/same-sex-couple-celebrates-worlds-first-anal-birth-after-successful-rectal-ovary-transplant/,same-sex couple celebrates world’s first anal birth after successful rectal-ovary transplant,1
https://worldnewsdailyreport.com/detroit-man-wakes-up-from-12-year-long-coma-after-prostitute-gave-him-blow-job-and-hit-of-crack-cocaine/,detroit man wakes up from 12-year-long coma after prostitute gave him blow job and hit of crack cocaine,1
https://worldnewsdailyreport.com/new-york-chinese-man-takes-revenge-on-ex-girlfriend-by-eating-her-two-dogs-six-puppies-and-two-cats/,"new york: chinese man takes revenge on ex-girlfriend by eating her two dogs, six puppies and two cats",1
https://worldnewsdailyreport.com/three-elders-die-within-minutes-during-a-threesome-that-turned-into-a-72-hour-long-sex-marathon/,three elders die within minutes during a threesome that turned into a 72-hour long sex marathon,1
